time	V(a)	V(b)	V(out)
4.112689698749305e-004	1.136020e+001	5.666375e+000	2.921199e+000
4.122455323749305e-004	1.157594e+001	5.773715e+000	2.922919e+000
4.132220948749305e-004	1.177794e+001	5.874221e+000	2.924473e+000
4.141986573749305e-004	1.196545e+001	5.967517e+000	2.925870e+000
4.151752198749305e-004	1.213777e+001	6.053252e+000	2.927119e+000
4.161517823749305e-004	1.229424e+001	6.131104e+000	2.928224e+000
4.171283448749305e-004	1.243427e+001	6.200778e+000	2.929191e+000
4.181049073749305e-004	1.255735e+001	6.262016e+000	2.930026e+000
4.190814698749305e-004	1.266301e+001	6.314586e+000	2.930730e+000
4.200580323749305e-004	1.275085e+001	6.358290e+000	2.931309e+000
4.210345948749306e-004	1.282054e+001	6.392964e+000	2.931763e+000
4.220111573749306e-004	1.287182e+001	6.418479e+000	2.932096e+000
4.229877198749306e-004	1.290450e+001	6.434739e+000	2.932307e+000
4.239642823749306e-004	1.291846e+001	6.441683e+000	2.932399e+000
4.249408448749306e-004	1.291364e+001	6.439285e+000	2.932372e+000
4.259174073749306e-004	1.289006e+001	6.427555e+000	2.932225e+000
4.268939698749306e-004	1.284782e+001	6.406537e+000	2.931958e+000
4.278705323749306e-004	1.278707e+001	6.376311e+000	2.931570e+000
4.288470948749306e-004	1.270804e+001	6.336991e+000	2.931059e+000
4.298236573749306e-004	1.261103e+001	6.288725e+000	2.930423e+000
4.308002198749306e-004	1.249641e+001	6.231695e+000	2.929660e+000
4.317767823749306e-004	1.236461e+001	6.166117e+000	2.928765e+000
4.327533448749306e-004	1.221612e+001	6.092237e+000	2.927736e+000
4.337299073749306e-004	1.205150e+001	6.010333e+000	2.926567e+000
4.347064698749306e-004	1.187138e+001	5.920715e+000	2.925252e+000
4.356830323749306e-004	1.167644e+001	5.823720e+000	2.923785e+000
4.366595948749306e-004	1.146740e+001	5.719713e+000	2.922158e+000
4.376361573749306e-004	1.124506e+001	5.609087e+000	2.920362e+000
4.386127198749306e-004	1.101025e+001	5.492257e+000	2.918386e+000
4.395892823749306e-004	1.076386e+001	5.369664e+000	2.916216e+000
4.405658448749306e-004	1.050682e+001	5.241770e+000	2.913838e+000
4.425189698749306e-004	9.964678e+000	4.972020e+000	2.908380e+000
4.444720948749306e-004	9.391989e+000	4.687068e+000	2.901816e+000
4.464252198749306e-004	8.797375e+000	4.391201e+000	2.893849e+000
4.483783448749306e-004	8.189781e+000	4.088866e+000	2.884001e+000
4.503314698749306e-004	7.578355e+000	3.784612e+000	2.871436e+000
4.522845948749306e-004	6.972298e+000	3.483006e+000	2.854493e+000
4.532611573749306e-004	6.674139e+000	3.334613e+000	2.843318e+000
4.542377198749306e-004	6.380730e+000	3.188568e+000	2.829146e+000
4.552142823749306e-004	6.093174e+000	3.045410e+000	2.809924e+000
4.561908448749306e-004	5.812556e+000	2.905656e+000	2.781249e+000
4.571674073749306e-004	5.539930e+000	2.769789e+000	2.734623e+000
4.581439698749306e-004	5.276325e+000	2.638272e+000	2.660110e+000
4.591205323749306e-004	5.021740e+000	2.511104e+000	2.557929e+000
4.597503657107126e-004	4.863281e+000	2.431890e+000	2.481728e+000
